text,label,text1,text2
新浪美股10月8日讯， 知情人士称，在德意志银行裁员18，000人的计划中，其中大约一半裁员拟在德国实施，该行依赖于零售业务削减开支来降低成本。,0,美股10月8日讯知情人士称，德意志银行在德国裁员18，000人的计划中，其中大约,"在新浪美股10月8日讯，知情人士称，在德意志银行裁员18, 000人的计划中，"
据报道，全球网约车巨头优步(Uber)周一宣布，在全球裁员约400人，主要集中在市场营销部门。,0,uber网约车公司宣布裁员，优步是怎么解释的,uber网约车公司宣布全球裁员400人？
随队记者：猛龙裁掉前锋萨加巴-科纳特,0,猛龙裁掉前锋科纳特是真的吗？,猛龙为什么要裁掉科纳特？
NBA大型失业潮！52人被裁，但有8个裁得太感人了,0,nba大型失业潮，52人被裁，有8个裁得太感人了,nba失业潮，52人被裁的人，是谁
总部位于德国的能源巨头西门子公司，日前宣布了一项涉及全球2700名员工的裁员计划。,0,德国的能源巨头西门子，宣布了一项涉及全球2700名员,德国能源巨头西门子宣布全球裁员了吗？
蔚来汽车裁员千人，英国石油和滴滴在中国合建电动汽车充电网络,0,蔚来汽车裁员千人，滴滴在中国合建电动汽车充电网络,蔚来汽车裁员千人，滴滴合建电动汽车充电
德意志银行裁员18000人的计划中约半数拟发生在德国,0,德意志银行裁员18000人的计划中约半数拟发生在德国？,德意志银行裁员18000人计划中约半数发生在德国
背后“阴”华为的恶报还没结束？汇丰全球裁员1万人，还是高薪位,0,汇丰全球裁员1万人，还是高薪位？,华为全球裁员一万人，还是高薪位
官方：勇士裁掉麦金尼、坎宁安和宰斯洛夫特,0,勇士麦金尼和坎宁安什么关系,勇士队裁了麦金尼和坎宁安还会不会去勇士队
北京时间10日消息，美国油田服务巨头哈里伯顿周三宣布，将在科罗拉多州、怀俄明州、新墨西哥州和北达科他州裁员650人，因油气开采活动放缓。,0,美国油田服务巨头哈里伯顿宣布，将在新墨西哥州和北达科他州裁员650人，因为什么？,美国油田服务巨头哈里伯顿周三宣布将在新墨西哥州、科罗拉多州裁员650人，因为美国
动视暴雪大裁员近千人！两大游戏方联手控诉“神仙打架”玩家遭殃,0,"动视暴雪裁员近千人！两大游戏方联手控诉"" 神仙打架"" 玩家",动视暴雪裁员近千人，两游戏方联手打架玩家遭殃
华为在美国裁员600人，8000亿资本撤离美国：七大巨头进谏特朗普,0,华为在美国裁员600人，8000亿资本撤离美国特朗普,华为在美国裁员600人，8000人资本撤离特朗普
日产拟裁员超万人 董事长被捕的坑怎么填,0,日产拟裁员超万人董事长被捕的坑怎么填,日产拟裁员超万人，董事长被捕的坑怎么填
周一福特公司表示，福特将在截至8月底的重组中裁员约7千人，相当于削减其全球带薪劳动力的10%。,0,截止8月底福特将裁员约7千人，,福特将在截至8月底的重组中裁员
福特汽车将在全球裁减7000个白领岗位,0,福特汽车将在全球裁减7000个白领岗位吗,福特车将在全球裁减7000个白领岗位吗
跟队记者：活塞裁掉特雷肖-瑟曼 签下特拉德翁-霍林斯,0,活塞裁掉特雷肖-瑟曼签下特拉德翁-霍林斯,活塞裁掉特雷肖-瑟曼，特雷肖-瑟曼签下特拉德翁-霍林斯
Uber全球裁员400人 史上最大规模,0,uber全球裁员400人是怎么回事,uber全球裁员400人是怎么回事，怎么回事
日媒称日产裁员人数将扩大到1万人以上,0,日产裁员人数将扩至到1万人以上，日产将如何裁员,日产裁员，日产裁员人数将扩大到1万人以上吗
据《华尔街日报》在7月14日引述知情人士的话称，华为正计划对其美国业务部门进行大规模裁员。报道称，华为在美国的约1500名雇员主要负责向偏远农村地区出售通信设备，其余为华为在美国的研发子公司Futurewei工作，此次裁员预计将影响该公司在华盛顿州、加利福尼亚州和得克萨斯州的实验中心的约850名员工。,0,华为将在美国向华盛顿州的华为子公司进行大规模裁员，此次裁员对得克萨斯州有影响吗？,美国华尔街日报对华为在美国的公司大规模裁员，华为在美国的地区是否有
目前，该银行开始在全球范围内裁员1.8万人，这是金融危机后最大规模的一次投资银行重组。,0,全球金融危机，投资银行会被裁员1.8,全球银行裁员1万8万人，这是金融危机
难逃寒冬魔爪，魅族大面积撤店裁员，整改力度难以想象,0,魅族大面积裁员，整改力度难以想象，为什么还要裁员？,魅族手机裁员，为何还要裁员？
 纽约尼克斯今日官方宣布，球队已经裁掉后卫阿米尔-辛顿（配图左一）。,0,球队官方宣布裁掉阿米尔-辛顿（配图左）。,尼克斯球队已裁掉前后卫阿米尔辛顿。
甲骨文中国研发中心裁员约1600人补偿方案为N+6,0,甲骨文中国研发中心裁员1600人补偿方案,甲骨文中国研发中心裁员约1600人，怎么补偿
路咖评：宝马裁员6000人之后 下一个会是谁？,0,路咖：宝马裁员6000人之后下一个会是谁,路咖评：宝马为什么要裁员
飞速发展的蔚来汽车，屡屡陷入舆论风波及裁员问题，如今又一轮裁员潮到了，1200人将被迫离职。,0,蔚来汽车遭遇被裁员，如今又遭裁员,蔚来汽车遭遇裁员潮，是怎么回事
Oracle中国裁员900人：作为美国公司不能给中国培养工程师？,0,oracle中国裁员900人，中国公司不能给美国培养工程师吗？,oracle中国裁员900人：作为美国公司不能给中国培养
与此同时，魅族在全国范围内大规模撤店裁员的消息，也掀起了不少网友的热烈讨论。,0,魅族手机在全国范围的撤厂裁员，为什么不能解决？,魅族在全国范围内撤销了多少家店铺
又要停产裁员6000！通用汽车罢工危机再升级 股价大跌市值蒸发近300亿！,0,股价下跌，停产罢工危机再升级，通用汽车股价大跌,停产停产，通用汽车罢工，市值蒸发多少亿
又一家科技巨头裁员，IBM确认裁员约1700人,0,ibm裁员，有多少科技巨头,ibm裁员1700人是怎么回事？
蔚来裁员千人，又卖FE车队，还有啥可以卖？,0,蔚来裁员千人，又卖fe车队，还有啥可以卖？,蔚来裁员千人，还卖fe车队，还有啥可以卖
蔚来回应裁员千人：局部优化提高效率,0,蔚来裁员千人，为什么说是局部优化提高效率,蔚来回应裁员千人，局部优化，怎么解决
最近几天关于华为的热点新闻不少，华为招募了8个天才学生；美国子公司裁员600余人；七家美国半导体公司要求特朗普解禁华为等等。,0,华,美
下载量暴跌92%：HQ Trivia经历人事动荡 总部裁员20%,0,hq trivia经历人事动荡总部裁员20% 是真的吗,hq trivia经历人事动荡总裁裁员20% ，这是怎么回事？
美国一向掌握着最优沃的科技技术资源，这也是为什么美国能吸引众多我国国内优秀学子。毋庸置疑他们在美国可以得到很好待遇和发展资源，以至于到后来大部分的留学生都选择了美国国籍。华为公司在中国的发展已经非常好，可以说掌握了通讯技术的命脉。华为也早就看好时机入驻美国子公司“未来为”，2018年已经投资5.1亿美元在这家子公司搞研发，其中员工数量多达850位员工，他们来自美国各个国家，有着卓越才能。不过令人惊讶的是美国“未来为”这家公司近期大幅度裁员，裁员人数多达8成约600余人，那么这是为什么呢？任正非正面回应。,0,美国一向掌握著最优秀的科技技术，以至于可以得到很多中国留学生的待遇和发展的命脉。华为。,华为在美国的发展的优势是华为的发展，这也是为什么华为能够获得到很好的国籍待遇？
朗播网被爆裁员欠薪 曾获好未来、ATA投资,0,朗播网被爆裁员欠薪曾获好未来、ata投资,朗播网裁员欠薪曾获好未来，ata投资
日产汽车7月25日公布了将裁员1.25万人和减产1成的结构改革方案。,0,日产7月25日裁员1.25万人，为什么？,日产汽车公布将裁员1.25万人减产1成是真的吗
日产营业利润减99% 全球裁员1.25万人,0,日产营业利润减99% ，中国裁员1亿人吗,营业利润减99% 全球裁员1.25万人，到底是怎么回事
电动车初创公司蔚来汽车在美国业务的收缩仍在继续，根据蔚来美国分公司近日递交给美国加州就业发展局的文件显示，蔚来硅谷分公司裁员62人，这是蔚来美国分公司今年来第二轮裁员。,0,电动汽车在美国的发展状况，蔚来美国就业发展局今年裁员多少人,蔚来美国硅谷分公司今年第二轮裁员的是谁？
在进行了中国男篮集训之后的第一次裁员之后，剩下17名球员在今天已经启程前往美国进行第二阶段的备战，而这个阶段也将会是中国男篮备战世界杯的重中之重，除了将要参加NBA夏季联赛之外，包括丁彦雨航是否能够恢复，12人最终名单，以及在遭遇了王仕鹏的炮轰之后，周琦能否用自己能力来给予回击，这三大悬念也备受关注！,0,周琦在nba夏季联赛被扣球之后，丁彦雨航是否能够参加世界杯，以及在中国的备战？,中国男篮的第一次裁员，丁彦雨航和周琦能参加nba夏季联赛吗
华为在美开启大裁员，研发子公司Futurewei超7成人员离职,0,华为在美开始大裁员，开发子公司futurewei超7成员离职,华为在美开启大裁员，研发子公司futurewei
金融危机后最大规模重组 德银开始全球裁员1.8万人,0,金融危机后最大规模重组德银开始全球裁员1.8万人,金融危机后最大规模重组德银开始全球裁员1.8万
德意志银行首席执行官泽温（Christian Sewing）写给员工的声明中提到，“我们正在打造一家更能够赚钱、更精简、更创新且有韧性的银行。”德意志银行计划大量裁撤交易部门，裁员1.8万人，耗资74亿欧元大规模重组业务。这是继汇丰银行2011年裁员3万人之后世界级投行对业务最大规模的一次重组行动。,0,德意志银行首席执行官泽温写给员工的声明中提出，我们正在打造一家更能够赚钱的银行是什么,德意志银行首席执行官泽温写给员工的一封声明，我们正在打造一家更能够赚钱，更精简
印度汽车行业危机加剧 马恒达推迟投资并裁员1500人,0,印度汽车行业危机加剧马恒达推迟投资并裁员1500人,印度汽车行业危机加剧马恒达推迟投资1500人
冠军射手正式被裁！湖人都不愿意“接盘”，或将告别NBA,0,湖人为什么没有接盘，冠军射手也不愿接盘了吗,冠军射手湖人都没接盘，湖人还能拿冠军吗
北京时间10月15日消息，据TechCrunch报道，Uber（UBER.N）在外卖、营销、高级技术、招聘、全球驾驶与平台等部门裁员约350名，这是该公司今年年初宣布裁员计划的第三轮，也是最后一轮。,0,北京时间10月15日消息，uber（uber. n）在外卖与招聘等全球驾驶与平台等部门裁员,北京时间报道，uber(uber. n) 在全球驾驶与平台上面裁员了，对吗
蔚来美国继续裁员62人 涉及多个部门,0,蔚来美国裁员62人涉及多个部门涉及多个部门,蔚来美国裁员62人涉及多个部门？
中国公司旗下汽车创企Seres推迟新车发布 裁员90人,0,中国公司seres推迟新车发布，为什么,seres新车发布新闻：中国企业为什么不能
裁员 50 人，蔚来关闭美国旧金山办公室,0,旧金山公司裁员50人，蔚来关闭美国旧金山办公室,蔚来为什么不裁员，为何要关闭美国旧金山办公室
刺激战场宣布关服，甲骨文中国裁员，微信判定腾讯公号滥用原创,0,刺激战场甲骨文中国裁员腾讯公号,刺激战场被裁员是腾讯公号滥用原创吗
Uber怎么了？裁员、巨亏、高管离职，上市2月危机四伏,0,uber裁员，高管怎么了？,uber倒闭，高管怎么处理？
校宝员工哀叹：大幅度裁员，中秋前最后一天被裁，当天聊完当天走,0,校宝员工哀叹：中秋最后一天被裁员，当天聊完当天走,校宝员工哀叹，中秋前被裁员，当天聊完当天走，当天
