text,label
"7月2日，在印度孟买，人们聚集在墙体垮塌事故现场。
由于连日强降雨，印度孟买2日发生两起墙体垮塌事故，已造成16人死亡。据印度媒体报道，在过去两天内，孟买持续强降雨创下十年来同时段之最，降雨引发事故不断。当地时间2日凌晨，孟买一处名为默拉德东的地方发生墙体垮塌，造成至少13人死亡，另有数人被埋；另一起墙体垮塌事故发生在塔纳地区，造成3人死亡，其中包括一名儿童。",1
5月4日，甘肃省庆阳市合水县六乡镇截污控源工程—何家畔镇何家畔村(管网部分)工程，发生坍塌事故，导致4人死亡。,1
10月29日，美的置业发布公司项目施工工地发生地下停车场局部挡墙垮塌事件声明。,1
俄罗斯大坝坍塌已致10人死亡 水浪高达4米,1
据青岛地铁工程建设指挥部办公室官方微博消息，青岛地铁4号线沙子口静沙区间施工段坍塌事故，经现场全力救援，于28日凌晨1时许，找到三名施工人员，已无生命体征，另外两名失联人员仍在全力搜救。,1
8月26日，烟台龙口市新嘉街道张家村，一挖井工地突发坍塌，一名在井内作业工人被掩埋，救援人员采取人工手挖的形式，一点一点的往外挖被困人员，经过40分钟的生死救援，被困人员成功救出，且意识清醒，可自由行动，经现场医生检查后确认身体无大碍。接下来发生的一幕让在场的人都没想到，被救工人突然跪下，给在场的每名消防救援人员磕头表示感谢。,1
据贵阳市观山湖区人民政府新闻办公室消息，观山湖区美的置业广场一施工地下停车场于2019年10月28日16：21许发生垮塌事件。,1
多处路段发生山体滑坡、小型塌方、路基倒塌等灾情。,1
8月6日下午，红星新闻记者从四川高速公安六分局获悉，5日晚因暴雨塌方断道的雅西高速荥经段，经过不间断抢险作业，截至今日中午12时许，成都往西昌方向间断放行。,1
"全市受灾人口11万余人,倒塌房屋956间。",1
昨日18时10分许，江苏无锡312国道K135处、锡港路上跨桥发生桥面侧翻事故。经搜救确认，桥下共有3辆小车被压，其中一辆系停放车辆（无人），事故共造成3人死亡，2人受伤。,1
晋江一围墙倒塌砸中轿车,1
孟买及距离孟买约200公里的马哈拉施特拉邦第二大城市浦那均发生墙体垮塌事故，造成多人死伤。,1
楼脆脆？深圳一栋楼房倾斜倒塌！网友：房子没了，产权还有吗？,1
深圳坍塌楼房为待拆迁房，事发后楼体内出现煤气泄漏,1
10月14日，吉林省白城市经济开发区一银行办公楼在装修施工中坍塌，共有9人被困。，事发后，当地第一时间成立处置工作领导小组，110余人参与救援。目前，事故已致1人死亡4人受伤，仍有4人被困，还在全力搜救中。,1
新华社深圳7月8日电（记者赵瑞希）记者8日从深圳市福田区政府了解到，当日11时40分左右，深圳市体育中心内正在进行拆除作业的项目现场发生倾倒坍塌，4名施工人员被困。公安、街道办事处、应急消防等部门随后赶到现场处置。截至12时30分，现场已救出2名被困人员并送往医院救治。现场仍有2人被困，救援工作仍在进行中。,1
今天10点左右，广西南宁市江南区金凯街道居仁村一施工工地发生楼面倒塌，造成4人被困。截至今天15:10，最后一名被困者被找到，经现场确认，已造成3人死亡、1人受伤。,1
青岛地铁一施工段发生坍塌 初步确定5人被困,1
青岛地铁工程建设指挥部办公室发布消息称，2019年5月27日下午17时40分许，由中铁二十局施工的地铁4号线沙子口静沙区间施工段发生坍塌，初步确定有5名施工工人被困，青岛地铁集团、崂山区迅速启动应急响应，第一时间指挥调度、全力救援。,1
成昆铁路甘洛段垮塌已找到12具疑似失联人员遗体,1
截至15:10，最后一名被困者被找到，经现场确认，已造成3人死亡1人受伤。今天上午10点左右，广西南宁市江南区金凯街道居仁村一施工工地发生楼面倒塌，造成4人被困。截至14:30，已造成2人死亡1人受伤，1人失联，消防正在搜救失联人员。,1
贵阳市云岩区人民政府13日晚通报称：贵阳云岩区一栋三层村民自建房发生垮塌最后2名被困人员被救出，1人生命体征较为平稳，1人不幸遇难。,1
四川雅康高速多处路段塌方导致道路中断 1人死亡,1
无锡高架桥侧翻：唯有严格执法才能免除恐惧,1
10月29日，美的置业对昨天发生的贵阳项目地下停车场垮塌事件发表声明称，截至10月29日3时，10名失联人员已全部找到，其中8人不幸遇难，2人受伤送医，生命体征平稳。,1
"青岛地铁4号线沙子口静沙区间施工段坍塌事故,经现场全力救援，于28日凌晨1时许，找到三名施工人员，已无生命体征，另外两名失联人员仍在全力搜救。",1
悲痛！蒙阴县一大口井井壁发生坍塌 致3死2伤,1
上海一改建厂房坍塌已救出19人 其中5人死亡,1
"来自南昌的徐先生26岁的哥哥20号出事了，现在还没醒。
徐先生表示，哥哥当时在洪城大市场金润广场B栋物流准备拖点货，不料外墙突然大块脱落，砸中了哥哥。
现在徐先生的哥哥还在重症监护室没有苏醒。目前只有心跳，其他的生命体征都全无，已经被宣布是脑死亡。事发后物业公司垫付了两万块钱的医药费，现在费用都是他们家人在承担。
徐先生表示，我们就希望物业垫付一点钱，先把哥哥的命保住。
掉落的墙体在现场还没有清理，房屋还存在不少的裂缝。随后南昌金润物业经营有限公司负责人朱经理说，事发当天晚上，他们发现徐先生的哥哥被砸伤后，将伤者送到了医院，并支付了2万块钱的医药费。",1
当地时间6月22日早晨5时左右，位于柬埔寨西哈努克市第四分区的一栋七层在建建筑物坍塌，截止23日11时30分，事故死亡人数已增至18人，受伤人数增至24人。,1
10月10日，江苏无锡高架桥侧翻事故致3人死亡，2人受伤。经事故调查组初步分析，上跨桥侧翻系运输车辆超载所致，目前事故后续工作还在进行中。,1
南京一公寓局部坍塌致1人遇难、4人受伤，遇建筑物坍塌怎么办？,1
惊天巨灾：板桥水库溃坝,1
山体崩塌时他俩折返跑回提醒同事,1
据四川省雅安市石棉县委宣传部消息，22日7时43分，雅康高速25.8公里处，多处路段发生塌方，导致道路中断，目前雅康高速全线管制，所有车辆无法通行。事故造成1人死亡。,1
据南京市秦淮区安全生产监督管理局官方微博10月14日消息，截至13日23时30分，秦淮区五老村街道三条巷18号墙体坍塌现场搜救工作已基本结束。,1
"一云南网红直播自己母亲葬礼，结果直播中突发意外，因为暴雨，雨棚倒塌，最终导致18人重伤2人轻伤，而主播在支付了部分医药费后，却玩起了失踪，甚至一度继续直播他人受伤，引发网友愤怒
不少网友都不理解，直播母亲葬礼这个行为",1
8月7日凌晨0时04分，毕节市金沙县消防大队接到群众报警称，金沙县城关镇和平路103-5号发生一起房屋倒塌事件，2人被垮塌物埋压，生死不明。接到警情后，金沙消防大队先后调集长江大道中队、黄山路中队到场开展营救工作。,1
特大突发！无锡高架坍塌瞬间及现场曝光，可恨的豆腐渣！,1
莫斯科时间凌晨2点，俄罗斯克拉斯诺亚尔斯克边疆区一大坝坍塌，目前已致10人死亡。,1
2019年5月20日凌晨1点左右，广西百色市右江区东州大道旁一家曾号称“斥资2000万重金打造”的酒吧发生钢架结构屋顶坍塌事故。,1
据上海应急守护微博消息，昭化路厂房墙体倒塌事故救援仍在进行中。据初步了解，今天有20余名工人参与该厂房现场施工。截至16时45分，现场搜救出19名被困工人，其中5人经抢救无效死亡，其余14人生命体征平稳。市领导已前往医院看望受伤人员，要求全力做好伤员救治工作。,1
吉林白城银行办公楼坍塌最新进展：事故致1死4伤 仍有4人被困,1
俄罗斯水坝坍塌事故已致15死 原因系违规开采金矿,1
广西酒吧楼顶坍塌事故已造成5人死亡87人受伤,1
美的置业回应垮塌事故：8人遇难，已停工调查,1
7月8日上午11时40分，位于福田区笋岗路的深圳市体育中心内正在进行拆除作业的项目现场发生倾倒坍塌，4名施工人员被困。,1
温州市苍南县灵溪镇一处办公楼发生局部坍塌 现场无人员伤亡,1
1975年8月8日，河南板桥水库溃坝，造成了世界最大的水利灾难。,1
央视新闻7月27日消息，光州西区治平洞某酒吧内部的双层建筑物倒塌事故已导致2人死亡，10人受伤。,1
陆定昊与香蕉娱乐解约，终于摆脱被雪藏困境活了回来,0
经过长时间的摆烂，费城76人拥有了恩比德和西蒙斯以及富尔茨，但是富尔茨因为伤病，逐渐被76人所放弃，最后被交易到了魔术队。,0
众所周知，北京时间昨日足协官方宣布与希丁克解约。,0
足协在召唤？曝王霜将跟大巴黎商讨解约 或与备战奥运会有关,0
女明星大闹车站被解约，参拍的两部网剧还没来得及上映，可惜了！,0
继杨幂解约范思哲之后，关晓彤已停止双方合作，不愧是国民闺女,0
北京时间2019年5月17日，江苏苏宁俱乐部官方宣布与巴西外援拉米雷斯进行解约，拉米雷斯也结束了自己三年的中超之旅，重新回归自由身，而在解约消息发布不久，拉米雷斯在自己的个人社交媒体，分别用葡萄牙语和英语写了一篇长文，并艾特了江苏苏宁俱乐部。,0
在湖人送出球哥、英格拉姆、哈特以及三个首轮签，换回梦寐以求的鹈鹕当家巨星浓眉哥之后，紫金军团的实力无疑大大提升，这也让他们在自由市场上充满吸引力。,0
火箭过去一周的动作都非常大，在湖人、快船等球队都忙活完了，火箭也就开始演真正的重头戏，他们的重头戏从送出克里斯·保罗交换到拉塞尔·威斯布鲁克开始，接着他们也签了泰森·钱德勒，这么大的动作立刻引起了全联盟的关注，之前所谓把除了哈登之外全部球员交易的传言也就不攻自破，为了避免上个赛季的悲剧重演，压过勇士也要压过其他球队，火箭还想招人。,0
蒋梦婕解约后近破产，而同是与李少红解约的杨幂杨洋，却一步走红,0
昨晚22点30许，电影《小小的愿望》主演彭昱畅及其工作室发布申明，严厉谴责电影《小小的愿望》片头模糊演员排位、违反合约规定的行为，表示已与片方解除合约，但彭昱畅仍会配合片方自费进行路演宣传活动。,0
Coach T恤也将港澳台列为国家，品牌代言人刘雯解约,0
10月8日，歌手、主播冯提莫在其个人微博账号称：“到2019年9月30日，我和斗鱼的直播合约已经圆满到期，和各个平台的未来合作还在洽谈中,0
彭昱畅自费路演因番位与《小小的愿望》片方解约，网友：吃相难看,0
彭昱畅工作室表示，已与片方解除合约，并委托律师负责相关维权事宜。,0
布鲁克林篮网队官方今日宣布，球队送出丹吉洛-拉塞尔、沙巴兹-内皮尔以及雷韦恩-格雷厄姆，从勇士得到凯文-杜兰特以及一个2020年的受保护首轮签。,0
 今天，江苏苏宁俱乐部官方宣布：球队与队内巴西外援拉米雷斯解约。,0
昨天晚些时候，据美媒报道，7届全明星得主乔-约翰逊被底特律活塞给裁掉了，今天联盟揭幕战，前一天失业，这种事情放上谁身上都不好受。,0
彭昱畅与片方霸气解约，片方给出解释：彭昱畅和王大陆均为男一,0
此前张艺兴声明，将会严肃的彻査代言品牌问题，随后工作室声明与三星解约。,0
昨天，根据ESPN的报道，太阳与灰熊已达成交易，太阳队送出了梅尔顿、乔什·杰克逊、2020年的次轮签以及附带条件的2021年次轮签，得到了老将科沃尔和杰文·卡特,0
这个夏天，联盟的格局可谓是发生了巨大的变化，金州勇士的统治时代似乎已经向世人挥手告别，猛龙的昙花一现也在小卡离开之后再无生机，莱昂纳德与乔治携手加盟快船顿时让得到戴维斯的湖人队也暂时失去了光辉，湖人总冠军的口号仿佛也渐渐没有了底气，西部一时间异军突起，韦少也与哈登联手，整个西部都乱成了一锅粥。,0
8月17日，据澎湃新闻报道，美国品牌蔻驰（Coach）回应刘雯解约，声称中国是非常重要的市场，对刘雯造成的困扰表示歉意，将尊重代言人刘雯终止合作的决定，也对广大消费者的感情造成的伤害表示万分歉意,0
最近比较关注娱乐圈新闻的网友就会有这样一个感触，自从大家了解到乔欣被经纪公司解约之后，她的热度似乎就一直没有降下来，刚开始因为和经纪公司解约的原因是不被看好，因为他身上没有特点而引起了网友的同情。,0
杜兰特在自由市场开启之后选择离开勇士队,0
